"","LPI_final","CI_low","CI_high","sim","label","trend_type","years"
"43910",0.682523436997577,0.530338150614105,0.858175091956215,10,"60%","Concave Decrease",2011
"43911",0.659063056030321,0.509802410145689,0.822091432607971,10,"60%","Concave Decrease",2012
"43912",0.615241710198877,0.47646204075864,0.772976648295898,10,"60%","Concave Decrease",2013
"43913",0.583811792719462,0.452102425289046,0.741730525158563,10,"60%","Concave Decrease",2014
"43914",0.541744035086552,0.419566674975624,0.692224876716826,10,"60%","Concave Decrease",2015
"43915",0.531222599329658,0.407674949965392,0.686706138795715,10,"60%","Concave Decrease",2016
"43916",0.476822275417378,0.36383046549914,0.62124686160192,10,"60%","Concave Decrease",2017
"43917",0.445961171012157,0.337928610984081,0.581149226704334,10,"60%","Concave Decrease",2018
"43918",0.409613335775958,0.310619593809706,0.535405727092469,10,"60%","Concave Decrease",2019
"43919",0.377221914762369,0.285738397301363,0.493615607708266,10,"60%","Concave Decrease",2020
"43920",0.377221914762369,0.285738397301363,0.493615607708266,10,"60%","Concave Decrease",2021
"43921",1,1,1,11,"60%","Concave Decrease",1950
"43922",0.995518084079091,0.949314696775977,1.02972374088596,11,"60%","Concave Decrease",1951
"43923",1.00607196872334,0.941677324262635,1.06247321274646,11,"60%","Concave Decrease",1952
"43924",1.02788207872818,0.954292735292919,1.10104365042702,11,"60%","Concave Decrease",1953
"43925",0.978028440715466,0.875904090117316,1.07589465707029,11,"60%","Concave Decrease",1954
"43926",0.992442301436072,0.883780185577138,1.09238362421622,11,"60%","Concave Decrease",1955
"43927",1.00746002220223,0.896685711783794,1.1153906643347,11,"60%","Concave Decrease",1956
"43928",1.02482235263953,0.914913443785217,1.13490628600368,11,"60%","Concave Decrease",1957
"43929",1.04476628810977,0.923785313834546,1.15425411182671,11,"60%","Concave Decrease",1958
"43930",1.06655659140894,0.939921323142764,1.19046106057254,11,"60%","Concave Decrease",1959
