"","LPI_final","CI_low","CI_high","years","numZeros","sim","label"
"131",1.00870885891148,0.95156811788188,1.19217527901099,2009,1983,2,"Permutations"
"132",0.999276951317571,0.942494697389344,1.17762965133119,2010,3207,2,"Permutations"
"133",0.988520324227656,0.931045444103729,1.16603202575632,2011,3244,2,"Permutations"
"134",0.969609894068586,0.913422624493183,1.14599351760531,2012,3213,2,"Permutations"
"135",0.971916970816887,0.91683190238697,1.14454403120409,2013,3326,2,"Permutations"
"136",0.968264779499143,0.905339888991548,1.13668947169663,2014,3229,2,"Permutations"
"137",0.969041332309943,0.912017571838481,1.13804404293842,2015,3245,2,"Permutations"
"138",0.96087920565882,0.898410098593765,1.12331067671919,2016,3195,2,"Permutations"
"139",0.954891564131624,0.896058087604949,1.1132623247823,2017,2882,2,"Permutations"
"140",0.97240393567527,0.919773710780333,1.14088236254913,2018,3058,2,"Permutations"
"141",0.994468920506652,0.947250174571055,1.16265357214147,2019,2646,2,"Permutations"
"142",0.994468920506652,0.947250174571055,1.16265357214147,2020,2125,2,"Permutations"
"143",1,1,1,1950,14,3,"Permutations"
"144",1.02852238634949,0.937958265268396,1.05789256273251,1951,11,3,"Permutations"
"145",1.04530352248225,0.918246799625004,1.16080220854953,1952,9,3,"Permutations"
